"ViolentCrimesPerPop","population","PctForeignBorn","PctHomeless","PopDens","perCapInc","PctUsePubTrans","PctLess9thGrade","PctRecentImmig","NumInShelters","racepctblack","PctEmploy","MalePctNevMarr","PctWorkMom","PctPopUnderPov","NumStreet","medIncome","PctPersDenseHous"
"LincolnParkborough,NJ",98.73,10978,12.07,0,1574.9,21189,5.33,9.22,1.23,0,0.95,69.07,28.91,59,1.6,0,53781,1.37
"Lackawannacity,NY",1441.78,20585,5.86,0.39,3246,10796,6.18,14.23,0.49,81,8.79,51.86,34.71,59.44,16.68,0,21310,2.84
"Englewoodcity,OH",105.96,11432,1.24,0,2129.8,15795,1.83,4.83,0,0,1.62,65.38,23.69,72.77,3.14,0,37087,1.09
"Roanokecity,VA",578.8,96397,1.57,0.31,2168.8,12513,2.96,13.56,0.29,285,24.27,58.89,30.1,69.6,16.08,15,22591,2.04
"KansasCitycity,MO",2460.11,435146,2.85,0.16,1348.3,13799,5.78,6.95,0.41,597,29.59,62.88,33.59,74,15.32,96,26713,3.19
"Florencecity,AL",607.03,36426,0.64,0.07,1496.5,11854,0.07,13.57,0.12,27,17.07,54.09,27.72,66.53,18.55,0,21459,1.5
"Cortlandcity,NY",205.49,19801,3.35,0.22,4879.5,10033,0.96,8.31,0.37,43,1.4,52.39,46.72,71.03,20.2,0,22550,1.46
"Norwalkcity,CA",1174.32,94279,28.25,0.09,9323.5,11713,2.29,16.22,4.18,88,3.25,61.29,35.59,64.4,9.29,1,38124,22.64
"Yonkerscity,NY",737.62,188082,20.24,0.14,10040.9,17484,23.23,11.2,2.48,253,14.11,58.85,35.15,58.15,11.03,10,36376,6.85
"BocaRatoncity,FL",360.34,61492,13.33,0,2183.4,28307,0.56,3.65,2.19,0,2.9,58.08,27.41,62.4,5.51,0,42314,1.93
"Northfieldcity,MN",105.6,14514,2.82,0,2373.3,10915,0.71,7.74,0.62,0,0.73,64.93,53.98,81.55,10.89,0,30613,1.85
"ThousandOakscity,CA",305.72,104352,13.52,0,2032.4,23682,0.31,3.3,2.09,1,1.22,70.54,30.06,65.89,4.22,0,56856,3.69
"Brunswickcity,GA",2089.44,16433,1.02,0,920.9,8937,0.13,15.03,0.07,0,58.24,52.51,32.19,70.29,26.25,0,17959,6.27
"Goldsborocity,NC",1477.94,40709,1.9,0.07,1868.8,10726,0.17,11.99,0.43,28,47.44,62.3,29.12,65.97,21.16,0,19955,3.85
"SanJosecity,CA",646.17,782248,26.47,0.14,4408.8,16905,3.58,10.84,4.8,917,4.7,68.79,37.23,66.95,9.31,145,46206,14.88
"Oneontacity,NY",130.44,13954,3.28,0.01,3079,9773,4.1,7.64,0.39,1,2.13,49.48,59.86,71.54,23.4,0,20628,1.26
"Folsomcity,CA",190.95,29802,7.75,0,1342.4,17617,1.59,4.46,0.45,0,9.9,49.1,45.25,71.03,5.17,0,46726,2.38
"LongBeachcity,NY",383.57,33510,13.94,0,15151.9,20993,21.82,6.43,1.49,0,7.76,60.41,36.38,61.72,8.31,0,41495,6.25
"Farmingtoncity,NM",816.61,33997,1.61,0.05,1395.6,12302,0.11,5.72,0.12,17,0.81,62,23.79,63.27,15.23,0,28911,7.26
"Tredyffrintownship,PA",105.23,28028,5.67,0,1363.7,34078,10.24,1.58,1.34,0,3.94,70.11,29.08,58.9,1.8,0,61144,0.55
"Shelbyvillecity,TN",583.99,14049,1.25,0,984.4,10458,0,24.88,0.2,0,17.01,57.91,25.45,74.66,19.77,0,20099,2.94
"Maywoodcity,CA",865.9,27850,58.1,0.05,23054.6,6927,8.67,49.89,9.51,0,0.41,60.37,44.24,52.37,21.26,14,25567,59.01
"Webstertown,MA",349.65,16196,3.8,0,1251.6,14624,0.16,12.82,0.11,0,0.73,61.04,29.07,72.74,9.27,0,30067,1.53
"Tiffincity,OH",161.19,18604,1.6,0,2950.2,11428,0.28,8.31,0.3,0,1.4,57.57,33.44,76.94,10.69,0,24215,1.21
"Hanovertownship,NJ",92.04,11538,11.58,0,1044.2,22546,1.1,6.25,0.65,0,1.04,67.95,29.76,60.01,1.23,0,60688,0.66
"Colchestertown,VT",26.17,14731,3.67,0,384.7,15208,0.69,4.88,1.06,0,0.55,71.51,38.69,79.41,4.44,0,39308,1.19
"Spartanburgcity,SC",3414.57,43467,2.37,0.29,2319,12142,2.39,14.51,0.5,120,45.63,56.69,35.33,72.6,21.79,5,22423,3.89
"Goffstowntown,NH",155.67,14621,3.71,0,382.5,15039,0.15,6.9,0.07,0,0.29,66.01,32,83.32,3.14,0,42160,1.37
"Hanfordcity,CA",676.45,30897,9.89,0.1,2583.4,11283,0.25,13.25,1.35,30,5.27,58.01,27.54,60.13,15.65,0,26629,8.78
"Charlottecity,NC",1787.2,395934,3.82,0.16,2193.2,16793,4.44,6.02,0.8,534,31.78,70.05,33.07,72.7,10.83,104,31873,3.33
"Anacortescity,WA",68.8,11451,4.23,0.1,1016.2,14373,0.8,6.47,0,12,0.54,47.74,18.83,63.5,11.56,0,28919,2.68
"Concordcity,NC",728.37,27347,1.21,0.1,1210.5,13452,0,13.74,0.23,22,20.56,62.71,27.56,76.55,12.13,4,25473,3.27
"Chattanoogacity,TN",1960.67,152466,1.69,0.1,1242.6,12332,3.06,12.71,0.31,150,33.67,56.09,30.6,66.87,18.18,2,22197,2.85
"MillValleycity,CA",286.66,13038,11.04,0.01,2693.8,36057,13.1,1.37,0.86,0,1.4,68.44,30.12,70.37,3.28,1,55748,1.13
"SugarLandcity,TX",216.2,24529,14.42,0,1929.6,24200,1.39,3.33,1.27,0,4.97,70.61,20.57,70.73,2.5,0,56571,2.75
"Portlandcity,TX",86.34,12224,1.59,0,2007.9,14187,0.23,3.15,0.06,0,0.82,66.22,23.67,64.1,7.03,0,37952,4.34
"Fallstownship,PA",137.66,34997,3.38,0,1516.5,15443,2.85,4.57,0.35,0,3.54,69.02,27.81,72.55,4.28,0,40287,1.68
"Peterstownship,PA",20.39,14467,2.52,0,712.7,24417,4.98,3.24,0.04,0,0.41,62.27,21.73,52.83,2.51,0,53045,0.24
"Huntingtoncity,IN",988.71,16389,1.18,0,2151.9,11390,0.04,7.03,0.45,0,0.2,64.07,26.31,79.54,8.8,0,25855,1.73
"Gaffneycity,SC",393.73,13145,0.88,0.01,1720.5,10712,0.09,21.41,0.2,0,39.06,57.35,33.05,74.74,20.75,1,21515,4.67
"DesMoinescity,WA",564.85,17283,6.01,0.01,4904.4,16778,4.66,3.91,0.79,0,3.75,63.81,32.25,74.15,7.42,2,32145,4.14
"Radfordcity,VA",363.7,15940,2.75,0,1567,9704,0,11.84,0.95,0,6,44.64,59.29,71.6,32.21,0,19487,0.86
"Bristoltown,RI",116.1,21625,16.37,0,2065.2,14108,2.47,18.95,1.29,0,0.46,61.05,34.21,77.36,5.8,0,34165,2.05
"Ridgewoodvillage,NJ",80.84,24152,13.69,0.03,4033.9,34752,14.09,2.37,2.62,8,1.99,64.33,26.91,51.41,2.1,0,75221,1.1
"Enniscity,TX",260.79,13883,6.71,0,804.2,10459,0,18.52,0.78,0,18.19,59.92,25.52,72.12,16.54,0,25679,8.78
"Wauwatosacity,WI",166.4,49366,3.87,0,3598.8,19065,2.7,4.53,0.22,0,1.24,62.35,26.82,74.67,3.29,0,40041,0.49
"Ardmorecity,OK",724.52,23079,1.41,0.32,457.6,12331,0.18,10.49,0.02,73,11.75,52.64,21.47,68.34,22.03,0,20463,2.87
"NewOrleanscity,LA",2038.98,496938,4.18,0.18,2655.3,11372,17.06,13.24,0.58,783,61.92,50.77,41.89,64.79,31.63,109,18477,7.91
"Prichardcity,AL",2982.31,34311,0.18,0,1304.6,5820,3.29,17.48,0.1,0,79.42,44.58,38.45,61.39,44.08,0,11576,8.25
"MontereyParkcity,CA",893.29,60738,51.82,0,7676.7,13290,4.88,16.24,10.3,0,0.64,55.44,36.87,57.29,16.42,0,32605,23.41
"Downeycity,CA",514.99,91444,25.93,0,7097.5,16696,1.8,8.96,3.23,0,3.36,62.73,31.84,66.87,8.05,3,36991,11.93
"Hopewellcity,VA",708.53,23101,2.59,0,2176.1,11897,0.39,12.64,0.26,0,25.58,60.04,27.88,69.12,14.41,1,26934,2.74
"Wakefieldtown,MA",69.94,24825,4.56,0,3208.9,19009,7.37,4.36,0.02,0,0.44,65.88,31.81,70.55,4.16,0,43960,0.69
"Edmondcity,OK",160.72,52315,3.09,0,592.2,17215,0.29,2.53,0.99,0,3.1,70.3,25.87,67.38,7.33,0,37644,1.93
"Weymouthtown,MA",441.72,54063,4.54,0.01,3067.4,18392,7.22,2.94,0.57,7,0.99,68.03,34.39,71.45,4.13,0,41586,1.27
"Mobilecity,AL",1076.95,196278,2.1,0.11,1605.1,12509,1.59,9,0.49,206,38.93,55.14,32.54,68.03,22.43,16,22446,3.91
"Gadsdencity,AL",2186.47,42523,1.39,0.02,1154.8,10772,0.11,16.03,0.68,8,28.18,47.01,26.13,63.96,20.44,0,19187,2.11
"Rutlandcity,VT",136.06,18230,2.59,0.16,2307.7,12984,0.49,8.55,0.19,28,0.39,59.67,30.71,67.49,12.1,2,25434,1.25
"Appletoncity,WI",64.14,56177,3.08,0.04,3705.5,14921,2.01,7.29,0.61,24,0.25,66.56,28.82,73.23,7.09,0,32375,1.58
"Terrellcity,TX",851.22,12490,4.76,0,683.3,9661,0.22,13.58,0.99,0,36.35,51.95,32.08,73.64,23.22,0,21633,8.07
"Kerrvillecity,TX",242.89,17384,4.33,0.02,1081.1,13221,0.26,12.56,0.37,4,4.1,45.42,22.52,75.88,15.11,0,22186,4.99
"Barnegattownship,NJ",103.18,12235,5.5,0,351.2,13115,3.12,6.01,0.47,0,1.59,58.32,22.89,68.45,5.43,0,36469,1.01
"Columbiacity,SC",2109.96,98052,3.28,0.24,808,12210,4.77,9.23,0.97,197,43.69,59.96,48.49,73.6,21.17,38,23216,4.37
"Cloviscity,CA",402.75,50323,7.02,0.08,3393.8,13160,0.95,6.78,1.36,40,1.72,68.5,28.22,70.44,10.34,0,31699,5.66
"NewSmyrnaBeachcity,FL",559.59,16543,4.91,0.04,1089.5,14501,0,5.99,0.68,6,8.12,40.35,20.04,75.37,14.01,0,23630,1.79
"Danburytown,CT",265.95,65585,15,0.16,1502.8,19300,2.4,10.08,2.68,65,6.57,67.83,34.16,69.09,5.76,41,43832,4.06
"Lexingtoncity,NC",1012.03,16581,2.07,0.1,1334.2,11672,0.3,18.6,0.27,17,29.65,60.68,28.99,72.53,18.55,0,21011,3.36
"Columbuscity,OH",1118.78,632270,3.71,0.09,3224.5,13143,4.72,5.66,0.92,574,22.57,65.59,40.01,68.48,17.26,5,26630,2.34
"Haverhillcity,MA",572.76,51418,5.74,0.09,1489.1,15464,2.57,8.5,0.75,44,2.01,63.41,31.99,72.1,8.83,1,36945,1.89
"Commercecity,CA",2584.96,12135,39.59,0,1793,9023,6.23,36.03,5.44,0,0.78,53.7,39.91,52.11,17.53,0,27415,36.57
"Elizabethtowncity,KY",450.38,18167,2.06,0,843.3,12955,0.21,13.85,0.59,0,7.74,58.75,24.84,69.12,14.7,0,23420,2.04
"Oxnardcity,CA",984.34,142216,31.39,0.24,5616.7,12096,1.07,23.66,5.48,309,5.25,66.44,34.79,68.04,12.52,30,37174,25
"Bellefontainecity,OH",259.88,12142,1.91,0,1918.9,11554,0.21,6.56,1.1,0,6.05,60.6,25.93,71.37,13.44,0,25221,1.32
"Winchestercity,VA",711.46,21947,2.53,0,2270.1,14214,0.65,14.9,0.32,0,10.02,64.7,30.86,79.17,11.3,1,26086,2.48
"RichmondHeightscity,MO",749.31,10448,3.96,0,4434.6,21799,2.4,6.38,0.83,0,15.19,66.87,35.62,66.44,7.31,0,32237,0.8
"DanaPointcity,CA",514.53,31896,13.42,0.15,4630.7,27986,2.7,3.37,3.94,0,0.6,70.04,33.22,60.21,7.17,47,54516,4.57
"Danverstown,MA",273.42,24174,4.99,0,1756.9,18776,1.57,4.2,0.49,0,0.51,66.93,30.53,76.1,4.59,0,43759,0.54
"Greenwoodcity,MS",489.94,18906,0.63,0,1976.8,10749,0.33,21.36,0.26,0,59.17,49.22,35.24,70.24,37.31,0,15938,9.89
"ClevelandHeightscity,OH",57.79,54052,7.21,0,6420.1,18228,6.98,3.61,1.87,0,37.1,65.22,37.56,74.7,8.46,0,36043,1.21
"Cambridgecity,MA",985.62,95802,22.29,0.3,14370.9,19879,24.42,7.09,5.66,252,13.5,64.75,57,71.3,10.7,33,33140,4.15
"Dunkirkcity,NY",259.44,13989,2.06,0,2980.2,10172,0.83,12.6,0.14,0,3.77,52.03,32.35,66.96,18.67,0,20742,1.95
"NorthHuntingdontownship,PA",101.26,28158,1.35,0,991,13405,1.13,6.09,0.02,0,0.24,57.38,24.98,62.66,5.32,0,32066,0.7
"NewBritaintown,CT",728.32,75491,16.48,0.1,5462.9,14715,3,15.44,2.11,62,7.58,60.21,39.17,67.98,12.8,10,30121,4.15
"Springvillecity,UT",254.39,13950,1.39,0,1392.8,9512,0.5,2.54,0.14,0,0.07,60.48,22.59,60.13,12.97,0,25341,6.16
"Athenscity,OH",239.75,21265,8.36,0.51,3029,7915,0.86,3.9,4.76,109,4.63,43.09,75.38,67.79,44.66,0,14350,3.38
"VestaviaHillscity,AL",34.98,19749,2.94,0,2158.8,25940,0,1.47,0.58,0,1.13,61.21,21.69,63.97,2.59,0,49858,0.48
"Hilltowntownship,PA",55.76,10582,3.02,0,379.5,17091,0.49,4.83,0.36,0,0.76,71.57,23.62,65.73,3.11,0,44717,1.09
"Baltimorecity,MD",3081.26,736014,3.19,0.21,8791.5,11994,22.19,14.81,0.53,1144,59.21,55.11,43.68,67.18,21.87,387,24045,4.59
"ElCerritocity,CA",909.37,22869,19.82,0.31,6069.3,21854,18.7,3.56,3.04,60,9.26,59.24,31.2,73.43,5.17,12,39538,3.48
"Watertowncity,WI",105.5,12388,1.52,0.15,1902.7,11458,0.76,15.8,0.15,19,0.15,65.66,35,80.83,10.81,0,26873,1.22
"McAllencity,TX",739.5,84021,26.44,0.06,2501.5,9814,0.55,31,4.1,48,0.34,53.28,31.1,58.94,32.75,3,22068,19.57
"Olympiacity,WA",321.96,33840,6.11,0.14,2024.4,15502,3.29,3.26,0.62,40,1.24,61.55,29.73,76.46,13.01,8,27785,2.49
"Ringwoodborough,NJ",15.03,12623,8.51,0,487.8,22273,3.29,1.94,0.32,0,1.8,73.27,29.61,62.19,1.74,0,60026,1.09
"NorthLauderdalecity,FL",441.95,26506,18.56,0,6633.1,13440,1.35,5.18,3.32,0,14.54,74.42,30.97,73.96,6.68,0,36297,7.52
"NewBraunfelscity,TX",1726.58,27334,4.99,0.1,1037.3,11777,0,18.05,0.48,16,1.26,56.78,24.06,71.98,14.93,12,26409,7.46
"YorbaLindacity,CA",144,52422,12.03,0,2889.9,25791,0.41,2.04,1.09,0,1.1,75.99,25.63,69.94,1.9,0,67892,3.02
"Bloomfieldtownship,NJ",373.88,45061,13.13,0,8173.9,18722,9.85,8.61,1.94,0,4.3,63.87,33.58,67.42,5.72,1,39822,1.98
"LauderdaleLakescity,FL",1304.02,27341,32.45,0,7341.8,11295,4.92,11.42,4.48,0,45.6,49.28,26.99,77.43,14.17,0,20731,6.97
"GooseCreekcity,SC",232.55,24692,3.51,0,761.2,9935,0.27,3.97,0.53,0,12.72,71.79,17.75,56.23,8.96,0,30007,3.83
"Medfordcity,OR",524.76,46951,3.66,0.24,2479.5,13791,1.22,5.93,0.27,111,0.26,57.52,23.81,68.5,14.42,3,25677,3.4
"PinellasParkcity,FL",439.29,43426,6.33,0.06,3021.6,12734,0.64,7.65,0.7,12,0.96,57.15,22.76,78.23,9.28,12,26109,2.63
"Bethanycity,OK",154.31,20075,2.76,0,3714.8,12390,0.18,5.08,0.44,0,1.95,63.87,26.35,72.93,8.67,0,27235,2.29
"Mustangcity,OK",171.7,10434,0.62,0,839,12784,0,4.25,0.05,0,0.73,72.18,21.31,76.22,3.86,0,36512,2.49
"Secaucustown,NJ",271.86,14061,12.89,0,2304.9,22884,13.85,9.55,1.67,0,2.39,61.4,36.01,62.62,5.18,0,51814,2.24
"Comptoncity,CA",2169.92,90454,26.8,0.13,8588.5,7842,6.38,25.38,4.69,39,54.83,50.57,42.87,53.92,27.5,82,24971,35.26
"Salisburycity,NC",1124.03,23087,1.09,0.1,1361.6,12953,1.19,11.71,0.21,24,35.19,54.78,33.13,74.26,15.58,0,24081,2.62
"Lawrencecity,IN",255.32,26763,2.71,0,1287.7,14011,0.43,5.09,0.28,0,10.72,71.73,24.79,78.47,7.44,0,29652,2.14
"Salisburycity,MD",2209.01,20592,2.94,0.29,1930.5,12393,0.99,10.6,1.18,59,27.36,63.5,43.19,78.18,17.05,1,24712,2.61
"LakeCitycity,FL",2119.93,10005,1.65,0.35,917.2,10086,0.17,13.46,0.21,0,38.46,49.25,29.11,69.04,24.78,35,18619,5.76
"CapeGirardeaucity,MO",331.04,34438,1.81,0,1445,12254,0.1,11.47,0.83,1,8.05,59.54,36.18,73.54,18.04,0,22634,1.54
"McMinnvillecity,TN",1000.98,11194,1.04,0,1319.4,9752,0.13,24.59,0.19,0,4.96,54.54,23.09,73.47,20.8,0,17058,1.92
"OakHarborcity,WA",99.93,17176,7.67,0.03,2194.2,11252,0.22,4.32,1.72,4,4.41,66.64,20.33,61.81,8.4,1,25556,5.91
"Cinnaminsontownship,NJ",247.89,14583,4.19,0,1851.6,19389,3.04,4.97,0.04,0,5.29,63.29,29.12,68.79,2.34,0,51129,0.84
"Lakewoodcity,CA",987.28,73557,12.94,0,7558.3,17446,1.23,5.49,1.47,0,3.69,65.69,28.25,68.57,4.87,0,44700,7
"TwoRiverscity,WI",45.13,13030,1.2,0,2278.3,12319,1.52,10.43,0.4,0,0.21,62.12,25.57,71.57,9.09,0,25710,1.47
"Claytoncity,MO",354.46,13874,7.57,0,5419.5,31122,1.96,1.23,1.31,0,3.21,59.07,48.26,75.7,4.57,0,44218,0.61
"Romecity,GA",1884.24,30326,1.82,0.07,1209.9,11973,2.16,17.74,0.23,22,29.71,53.97,30.93,73.49,18.65,0,21078,2.84
"Altoonacity,PA",309.78,51881,1.1,0.08,5131,10398,1.87,9.35,0.06,43,1.53,51.99,29.25,64.89,18.03,0,20695,1.07
"Atascaderocity,CA",332.61,23138,3.5,0,884.5,14639,0.21,3.49,0.19,0,1.12,67.09,24.52,71.63,7.84,0,35140,4.77
"Burlesoncity,TX",167.79,16113,0.91,0,926,12339,0,5.75,0,0,0.16,65.69,21.96,72.98,6.62,0,33628,2.74
"Hoovercity,AL",208.03,39788,2.4,0,1610.3,21961,0.04,0.93,0.18,0,3.31,70.72,23.59,70.02,3.04,0,44747,0.74
"Lawrencetownship,NJ",264.12,25787,10.5,0.38,1124,23605,5.43,5.16,1.44,99,8.04,66.75,36.93,69.52,3.72,0,51035,1.21
"Readingtown,MA",106.98,22539,4.28,0,2191.9,21074,4.79,2.46,0.12,0,0.24,68.8,30.44,71.76,2.1,0,52783,0.59
"Brigantinecity,NJ",348.32,11354,5.61,0,1705,18629,6.62,4.71,0.92,0,3.21,68.87,37.61,75.17,6.99,0,35989,2.59
"Dracuttown,MA",286.4,25594,4.43,0,1182,16508,1.17,8.64,0.38,0,0.55,68.48,30.15,73.93,3.26,0,45165,1.31
"Brenhamcity,TX",742.94,11952,2.38,0,1560.3,10329,0.19,20.26,0.2,0,23.44,54.42,37.63,82.08,17.24,0,21946,5.01
"Woonsocketcity,RI",353.39,43877,7,0.1,5497.8,11997,1.23,19.97,0.62,44,2.64,57.82,32.55,65.81,13.92,0,25363,2.34
"Pinolecity,CA",803.36,17460,14.47,0,3274.6,18000,5.53,3.79,0.6,0,7.07,68.21,25.45,77.84,3.69,0,45820,5.29
"HighlandParkborough,NJ",84.88,13279,18.68,0,6974.3,20977,8.67,5.94,6.04,0,8.49,70.81,37.05,76.49,5.83,0,39603,2.42
"Cleburnecity,TX",346.72,22205,3.95,0,1102.1,12064,0.29,12.65,0.52,0,5.64,55.53,21.68,61.93,14.9,0,26037,4.65
"Memphiscity,TN",1633.81,610337,1.36,0.07,2300.9,11682,4.69,10.89,0.29,309,54.84,57.95,36.62,72.25,22.96,126,22674,5.49
"Middletowntown,RI",786.89,19460,5.14,0,1447.3,15346,1.14,5.67,0.93,0,4.6,69.67,31.79,66.57,5.04,0,35228,1.69
"Durantcity,OK",360.5,12823,1.4,0.02,689.6,9334,0,14.32,0.13,2,1.26,49.17,31.11,63.53,29.11,0,14316,3.17
"Stillwatercity,OK",267.59,36676,7.2,0.05,1299.5,10747,0.24,4.35,3.75,19,3.73,56.42,55.66,72.28,26.41,0,18501,2.2
"HermosaBeachcity,CA",538.17,18219,8.23,0.01,12277,33510,1.05,0.7,1.41,0,1.16,83.81,53.41,75.29,5.55,2,54497,2.25
"Reidsvillecity,NC",499.72,12183,0.68,0,1487.2,11668,0,18.32,0,0,38.95,53.76,29.06,75.4,18.5,0,21581,3.24
"CoosBaycity,OR",198.58,15076,2.56,0.09,1375,11240,0,7.53,0.44,13,0.27,52.58,23.65,67.43,17.44,0,21579,3.25
"Peoriacity,AZ",410.47,50618,4.26,0.01,794.8,14059,0.57,5.6,0.36,0,2.19,59.93,17.84,68.46,7.87,5,34205,4.32
"LaPortecity,IN",1276.17,21507,1.92,0,1840.7,12301,0.65,9.68,0,0,1.53,60.67,26.28,73.85,10.19,0,25021,2.29
"Strongsvillecity,OH",58.2,35308,5.41,0,1382.8,20217,2.9,2.44,0.42,0,0.78,70.84,23.62,66.02,2.3,0,50916,0.72
"Ipswichtown,MA",143.18,11873,3.55,0,351.4,20175,4.47,4.48,0.4,0,0.37,66.04,27.91,69.67,5.29,0,42386,0.73
"Randolphtown,MA",206.47,30093,11.61,0,2883.6,17163,5.72,4.51,1.12,0,8.16,65.87,32.04,70.61,4.88,0,43244,2.09
"PortArthurcity,TX",1644.35,58724,6.84,0.04,734.1,9706,1.07,16.7,0.87,21,42.19,47.42,28.73,63.92,28.12,1,18548,6.47
"Tuskegeecity,AL",1282.68,12257,1.9,0,777.7,7554,0.13,13.67,0.45,0,96.67,42.6,57.52,81.3,36.18,0,15531,6.53
"Roswellcity,GA",194.49,47923,6.34,0,1420.2,24080,1.99,2.64,1.44,0,4.86,74.91,26.56,67.6,3.32,0,52205,1.21
"Conneautcity,OH",97.97,13241,1.43,0,484.7,10276,0.65,6.65,0,0,1.23,50.27,23.25,62.75,19.15,0,21144,1.38
"Naplescity,FL",541.74,19505,6,0.05,1718.2,41358,0.24,3.29,0.67,0,5.58,40.52,16.03,65.09,6.19,10,43148,1.38
"WiltonManorscity,FL",838.59,11804,14.14,0.16,5843.6,16502,2.54,5.57,3.03,19,9.34,67.13,34.28,78.85,12.63,0,26710,4.81
"Homesteadcity,FL",3364.91,26866,19.82,0.13,2232.9,9757,2.52,22.93,3.21,29,23,59.99,34.42,59.85,29.91,5,20594,18.26
"Ridgecrestcity,CA",700.63,27725,7.18,0,1288.6,16258,0.35,3.58,1.37,0,3.18,71.8,26.1,70.31,7.18,0,39087,4.37
"Westminstercity,CO",320.3,74625,4.23,0.02,2688.6,15456,3.42,3,0.77,12,0.99,77.03,27.06,76.69,6.62,0,36716,2.61
"Pharrcity,TX",880.21,32921,26.07,0.1,2013.3,5561,0.39,44.56,3.11,34,0.12,42.14,31.68,50.1,44.47,0,15605,29.29
"McAlestercity,OK",428.7,16370,1.06,0.12,1303.3,10560,0.43,13.4,0.09,20,7.67,45.81,25.62,67.95,19.95,0,19906,1.81
"SantaMariacity,CA",774.19,61284,22.23,0.19,3441.4,12118,0.44,18.87,3.74,97,2.2,60.36,30.07,64.67,16.82,21,29492,16.83
"Independencecity,MO",581.49,112301,1.57,0.01,1386.3,13208,1.28,6.88,0.1,7,1.45,63.81,22.99,75.71,9.52,0,28242,1.82
"Morgantoncity,NC",503.48,15085,0.88,0,870.6,12845,0.13,18.01,0.11,0,15.37,56.38,31.88,76.39,10.6,0,25007,1.37
"Sylvaniatownship,OH",111.56,39983,3.72,0,1356.3,22632,1.23,3.26,0.11,0,1.41,66.59,23.33,69.32,3.66,0,47335,0.77
"GroverCitycity,CA",459.24,11656,9.31,0,4832.5,12820,0.75,8.02,1.54,0,1.74,62.73,29.2,65.26,12.68,0,28266,8.83
"Lewistoncity,ID",233.06,28082,1.47,0,1649.9,12828,0.34,6.74,0.33,0,0.14,60.07,23.82,74.66,11.33,0,25711,1.59
"Delrantownship,NJ",378.11,13178,4.91,0,1915.4,17182,3.24,4.68,0.43,0,6.94,69.24,30.59,68.19,1.88,0,46573,1.24
"JeffersonCitycity,MO",217.44,35481,1.37,0.08,1287.8,15701,1.33,10.26,0.14,30,10.09,59.78,31.88,79.84,9.67,0,27597,1
"Libertytownship,OH",238.15,24453,3.69,0,1033.9,15080,0.91,7.35,0.61,0,4.27,54.14,26.17,55,10.68,0,27081,1.13
"Whittiercity,CA",453.49,77671,16.01,0.08,5983.9,17874,2.26,7.8,2.32,61,1.28,62.04,32.74,63.6,7.75,0,38020,10.12
"Medfieldtown,MA",27.66,10531,5.04,0,700.5,26103,5.25,1.99,0.29,0,0.67,70.66,29.11,66.85,1.67,0,66084,0.61
"Auburncity,CA",377.36,10592,4.41,0,1679.1,18111,0.29,5.22,0,0,0.61,56.61,22.81,71.44,8.21,0,32708,2.49
"Irvinecity,CA",111.68,110330,22.32,0.01,2516.4,25332,0.61,1.39,3.52,10,1.81,72.24,34.85,65.47,6.44,0,56307,4.83
"Watervillecity,ME",215.44,17173,4.31,0,1218.9,12002,0.4,12.33,0.61,0,0.49,53.74,38.92,69.47,16.04,0,22617,0.94
"PerthAmboycity,NJ",1214.45,41967,25.03,0.03,8476.8,11351,4.99,28.9,4.18,14,11.76,60.55,37.94,70.72,15.19,0,28377,11.27
"Neenahcity,WI",174.98,23219,2.04,0,3017.6,15074,0.59,6,0.25,0,0.19,65.18,26.08,69.78,5.96,0,32285,1.31
"SimiValleycity,CA",237.24,100217,11.91,0.01,2928.3,18630,0.46,3.42,1.58,11,1.52,75.05,30.18,70.66,3.56,0,53967,5.51
"Ballwincity,MO",78.56,21816,2.74,0,3337.8,19716,0.93,2.92,0.44,0,1.6,72.85,24.12,70.54,2.49,0,46654,0.56
"Pittsfieldcity,MA",529.02,48622,4.19,0.05,1152.3,15426,3.13,6.67,0.32,22,3.14,57.89,31.08,65.54,9.74,0,29987,0.86
"MountHollytownship,NJ",1444.58,10639,3.99,0.57,3565.8,13889,2.79,9.47,0.23,59,18.72,59.88,33.57,68.67,13.81,2,33527,4.92
"Hillsidetownship,NJ",926.23,21044,20.92,0,7547,16520,8.35,11.62,1.78,0,40.76,68.11,33.32,75.95,5.98,0,41187,3.95
"Sylvaniacity,OH",61.66,17301,2.94,0,2890.2,20421,1.06,2.76,0.09,0,0.95,67.24,24.16,70.62,3.65,0,46353,0.65
"NorthArlingtonborough,NJ",155.09,13790,14.87,0,5152.4,18341,8.46,10.85,1.15,0,0.23,60.64,29.91,62.7,3.43,0,39433,1.57
"Kearnytown,NJ",433.21,34874,26.96,0,3681.5,15735,10,15.2,4.67,0,1.24,63.72,36.17,66.97,6.06,0,37840,3.87
"Summitcity,NJ",88.69,19757,13.39,0,3150.4,41797,15.49,4.85,3.36,0,5.66,64.35,29.47,57.62,2.62,0,66464,1.14
"PeachtreeCitycity,GA",11.72,19027,4.6,0,787.7,19047,0.09,2.18,1.88,0,3.97,66.33,20.28,60.8,2.24,0,53514,0.85
"Gloucestertownship,NJ",285.38,53797,3.21,0.14,2234,15393,6.4,5.68,0.35,76,6.14,68.7,29.17,67.52,3.35,0,41224,1.81
"Bryancity,TX",827.14,55002,6.64,0.1,1625.5,11691,0.91,12.26,1.63,55,17.18,65.08,36.34,74.19,22.01,0,22577,7.14
